id,difficulty,correct_option,is_correct_preliminary,is_correct_1,is_correct_2,is_correct_final,preliminary_confidence,confidence_1,confidence_2,final_confidence,cq1_type,cq2_type,cq3_type
medqa_0569,hard,B,False,False,False,False,60,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1077,hard,A,False,False,False,True,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0857,easy,C,False,False,True,True,30,40,95,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1083,easy,A,True,False,False,False,60,75,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0025,easy,D,False,False,False,False,60,90,95,85,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0324,medium,A,False,False,False,False,60,85,95,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1125,easy,C,True,True,True,True,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0088,hard,C,True,True,True,True,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0749,easy,C,False,False,False,False,60,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1081,easy,D,True,True,True,True,65,85,95,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0381,medium,C,False,False,False,False,60,75,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1172,easy,D,False,False,False,False,60,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0932,easy,D,False,False,False,False,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1063,easy,D,True,True,True,True,60,75,90,95,EPISTEMIC,,EPISTEMIC
medqa_0885,hard,C,False,False,False,False,60,85,95,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0458,easy,C,True,True,True,True,65,90,95,85,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1212,easy,B,False,False,False,False,60,85,75,80,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0920,easy,A,False,False,False,False,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0334,easy,B,True,True,True,True,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0393,easy,A,False,False,False,False,75,90,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1171,hard,C,True,True,True,True,65,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0628,medium,C,False,False,False,False,60,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1269,hard,D,False,False,False,False,60,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0099,easy,B,True,True,True,True,60,95,99,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0207,easy,A,True,True,True,True,65,75,80,90,EPISTEMIC,ALEATORIC,EPISTEMIC
medqa_0912,medium,B,True,True,True,True,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0423,hard,D,True,True,True,True,65,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0863,medium,A,False,False,False,False,50,75,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1198,medium,B,True,True,True,True,60,75,85,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1216,hard,A,False,False,False,False,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0989,medium,B,False,False,False,False,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0682,medium,D,True,True,True,True,40,75,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0278,easy,A,True,True,True,True,60,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0983,easy,C,True,True,True,True,65,75,80,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0620,easy,C,False,False,False,False,60,90,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1097,easy,C,False,False,False,False,60,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0732,medium,B,False,False,True,True,60,75,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0028,hard,D,True,True,True,True,60,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0644,medium,B,True,True,True,True,40,50,60,75,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0400,medium,B,False,False,False,False,60,85,95,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0426,hard,B,True,True,True,True,60,85,95,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0281,easy,C,True,False,False,False,65,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0847,easy,C,False,False,False,False,60,85,95,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
