id,question,label,raw_response,provider,model,latency_seconds,timestamp,error
medqa_0097,"Can you describe the appearance of the penile discharge – is it purulent, mucopurulent, or something else?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.626,2026-05-01T02:46:11.658819+00:00,
medqa_0097,Does the patient report any history of recurrent urinary tract infections or sexually transmitted infections?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.939,2026-05-01T02:46:14.599097+00:00,
medqa_0097,"Has the patient been tested for *Neisseria gonorrhoeae* and *Chlamydia trachomatis* in the past, and if so, what were the results?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.648,2026-05-01T02:46:17.248877+00:00,
medqa_0777,"Can you describe the pattern of your pain – is it constant, intermittent, or fluctuating, and are there any specific activities or times of day that make it significantly better or worse?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,2.519,2026-05-01T02:46:20.768728+00:00,
medqa_0777,"Has the patient experienced any significant psychological distress, such as anxiety or depression, alongside the chronic pain?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,2.884,2026-05-01T02:46:24.653144+00:00,
medqa_0777,"Are there any signs of inflammation, such as morning stiffness lasting longer than 30 minutes, or swelling in any joints?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.753,2026-05-01T02:46:27.407681+00:00,
medqa_1245,How long has the patient been experiencing the cough and fatigue?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.705,2026-05-01T02:46:30.113941+00:00,
medqa_1245,Has the patient had any known asbestos exposure or a history of working in industries with high asbestos content?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.535,2026-05-01T02:46:32.650670+00:00,
medqa_1245,"Are there any pleural plaques or other signs of asbestos-related lung disease visible on chest imaging (e.g., X-ray or CT scan)?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.668,2026-05-01T02:46:35.319310+00:00,
medqa_0893,"Was there any significant tissue damage or contamination at the bite site, beyond a superficial puncture?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.723,2026-05-01T02:46:38.043606+00:00,
medqa_0893,Does the patient have any known allergies to penicillin or cephalosporins?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.778,2026-05-01T02:46:40.822299+00:00,
medqa_0893,"Was the dog a domestic animal with a known vaccination history, and if so, are its rabies vaccination records available?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.785,2026-05-01T02:46:43.608646+00:00,
medqa_0884,"Could you please specify the type of protein-secreting cell this patient represents (e.g., pancreatic acinar cell, plasma cell, etc.)?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.781,2026-05-01T02:46:46.390913+00:00,
medqa_0884,"Does the patient exhibit signs of endoplasmic reticulum stress or unfolded protein response (UPR) activation, such as increased expression of chaperone proteins or autophagy?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.651,2026-05-01T02:46:49.043034+00:00,
medqa_0884,Are there any observed defects in the Golgi apparatus or its trafficking pathways?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.733,2026-05-01T02:46:51.776470+00:00,
medqa_1069,"How long has the patient noticed this mass, and has it changed in size?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.901,2026-05-01T02:46:54.678316+00:00,
medqa_1069,Is the mass mobile or fixed to the chest wall or skin?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.873,2026-05-01T02:46:57.552188+00:00,
medqa_1069,"Does the patient have any history of prior breast biopsies or imaging findings, and are there any skin changes associated with the mass (e.g., redness, peau d'orange)?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.636,2026-05-01T02:47:00.189516+00:00,
medqa_0925,"Can you describe the types of bacterial infections he's experiencing, and roughly how frequently they occur?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.63,2026-05-01T02:47:02.820768+00:00,
medqa_0925,"Has Jacob exhibited any unusual physical findings, such as albinism, partial oculocutaneous albinism, or an increased risk of bleeding/bruising?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.671,2026-05-01T02:47:05.492598+00:00,
medqa_0925,"Has Jacob's neutrophil count been assessed, and if so, what are the findings regarding the size and appearance of the neutrophils (e.g., are they abnormally large or granular)?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.696,2026-05-01T02:47:08.189931+00:00,
medqa_1159,"How long has the abdominal distension been progressing – roughly days, weeks, or shorter?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.762,2026-05-01T02:47:10.953590+00:00,
medqa_1159,"Does the patient have a history of diverticulosis, inflammatory bowel disease, or any recent abdominal surgeries?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.864,2026-05-01T02:47:13.818919+00:00,
medqa_1159,"Is there any evidence of peritonitis on physical exam, such as rebound tenderness or guarding?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.657,2026-05-01T02:47:16.477383+00:00,
medqa_0758,"How long has the patient been experiencing these symptoms, and has there been any unintentional weight loss?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,3.001,2026-05-01T02:47:20.479152+00:00,
medqa_0758,"Has the patient had a colonoscopy or any other screening for colorectal cancer in the past, and if so, what were the results?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.91,2026-05-01T02:47:23.390375+00:00,
medqa_0758,Are there any palpable abdominal masses or signs of ascites on physical examination?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.72,2026-05-01T02:47:26.111909+00:00,
medqa_0451,"How far can he typically walk before the cramping starts, and does rest alleviate the pain?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,2.074,2026-05-01T02:47:29.186297+00:00,
medqa_0451,"Does the patient have a history of peripheral artery disease, diabetes, or smoking?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.718,2026-05-01T02:47:31.905535+00:00,
medqa_0451,Does the patient have any known history of elevated cholesterol or other cardiovascular risk factors beyond diabetes and smoking?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.66,2026-05-01T02:47:34.566742+00:00,
medqa_0050,"Is this patient's treatment plan primarily radiation, or is it combined with other modalities like chemotherapy?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.63,2026-05-01T02:47:37.197267+00:00,
medqa_0050,Does the radiation therapy protocol involve fractionation (multiple smaller doses) or a single high dose?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.823,2026-05-01T02:47:40.021918+00:00,
medqa_0050,"Is the radiation therapy targeting the primary tumor site exclusively, or are regional lymph nodes also being included in the treatment field?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.761,2026-05-01T02:47:42.784203+00:00,
medqa_1119,"Can you describe the pain – is it sharp, aching, constant, or related to specific activities?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.887,2026-05-01T02:47:45.671956+00:00,
medqa_1119,"Has the patient experienced any locking, clicking, or giving way sensations in the knee?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.715,2026-05-01T02:47:48.388132+00:00,
medqa_1119,Is there any tenderness to palpation along the joint line of the knee?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.836,2026-05-01T02:47:51.225509+00:00,
medqa_0222,"Has she been diagnosed with diabetes, and if so, what type of diabetes and what medications is she currently taking?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.796,2026-05-01T02:47:54.022786+00:00,
medqa_0222,"Does Mrs. Carter report any episodes of hypoglycemia, and if so, how frequently and what is her typical blood glucose level during these episodes?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.587,2026-05-01T02:47:56.610896+00:00,
medqa_0222,"Does Mrs. Carter report any symptoms suggestive of gastrointestinal distress, such as nausea, vomiting, or diarrhea, particularly after taking Metformin?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.679,2026-05-01T02:47:59.291166+00:00,
medqa_0206,"Regarding the genetic analysis, what is the population being studied and is it known to have a founder effect or other factors that might influence linkage disequilibrium?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.665,2026-05-01T02:48:01.957126+00:00,
medqa_0206,What is the recombination frequency (θ) observed between these two loci in the study population?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.586,2026-05-01T02:48:04.544589+00:00,
medqa_0206,What is the sample size (number of individuals genotyped) used to calculate the LOD score?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.652,2026-05-01T02:48:07.197441+00:00,
medqa_1134,"Can you describe the location of the ulcer on the foot, and are there any signs of surrounding cellulitis or drainage?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.528,2026-05-01T02:48:09.726165+00:00,
medqa_1134,Does the patient have a history of diabetes or peripheral vascular disease?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.657,2026-05-01T02:48:12.383780+00:00,
medqa_1134,"Has the patient recently experienced any trauma to the foot, such as a foreign body puncture or insect bite?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.718,2026-05-01T02:48:15.102428+00:00,
medqa_0322,"How long has the patient been experiencing these falls, and have there been any other cognitive or motor changes noted prior to the falls?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.521,2026-05-01T02:48:17.624765+00:00,
medqa_0322,"Has the patient exhibited any postural instability, particularly a tendency to fall backwards, and if so, when did this become noticeable?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.899,2026-05-01T02:48:20.524842+00:00,
medqa_0322,"Has the patient exhibited any olfactory dysfunction, such as a reduced sense of smell, at any point in his history?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.854,2026-05-01T02:48:23.379690+00:00,
medqa_0951,"Has the patient expressed any previous attempts at quitting, and if so, what methods did she try and what were the barriers she encountered?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.833,2026-05-01T02:48:26.213376+00:00,
medqa_0951,"Beyond the previous methods, has the patient explored any specific strategies within behavioral counseling, such as relapse prevention planning or coping skills training, and if so, what was her experience with those?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.739,2026-05-01T02:48:28.953155+00:00,
medqa_0951,"Considering her history of adverse reactions to nicotine replacement therapy (headaches and insomnia) and previous unsuccessful attempts, does the patient have any contraindications or concerns regarding the use of prescription medications like varenicline, such as psychiatric history or concerns about potential side effects?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.659,2026-05-01T02:48:31.613834+00:00,
medqa_0208,What type of virus is DN501 intended to treat?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.484,2026-05-01T02:48:34.098640+00:00,
medqa_0208,Does DN501 target a specific viral surface protein or receptor?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.707,2026-05-01T02:48:36.806402+00:00,
medqa_0208,Is DN501 a broadly acting antiviral or does it demonstrate specificity for a particular viral family?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.669,2026-05-01T02:48:39.476721+00:00,
medqa_0872,"Can you describe the location of the gunshot wound on the abdomen more specifically – for example, quadrant or distance from the umbilicus?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,3.459,2026-05-01T02:48:43.936434+00:00,
medqa_0872,"Was there any exit wound observed, and if so, can you describe its location relative to the entrance wound?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.755,2026-05-01T02:48:46.692326+00:00,
medqa_0872,"Are there any signs of active bleeding or hemodynamic instability (e.g., hypotension, tachycardia) in the patient?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.65,2026-05-01T02:48:49.342786+00:00,
medqa_0507,Can you tell me about the patient's oxygen saturation and any findings on chest auscultation?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.552,2026-05-01T02:48:51.895253+00:00,
medqa_0507,"Has the patient had a recent travel history, particularly to areas with endemic fungal infections, or a history of immunocompromising conditions (e.g., transplant, HIV, prolonged steroid use)?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.602,2026-05-01T02:48:54.498118+00:00,
medqa_0507,"Has a sputum sample been obtained for Gram stain and culture, and if so, what are the preliminary results?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.6,2026-05-01T02:48:57.098974+00:00,
medqa_0681,Can you tell me when the leg pain started and has there been any recent trauma or injury to the leg?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.812,2026-05-01T02:48:59.912460+00:00,
medqa_0681,"Has the patient been taking any medications, including over-the-counter drugs or supplements, particularly anything related to blood thinning or vitamin K?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.727,2026-05-01T02:49:02.640526+00:00,
medqa_0681,"Has the patient's dietary intake of green leafy vegetables been consistent in the past few weeks, or has there been a significant change?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.653,2026-05-01T02:49:05.294709+00:00,
medqa_0344,"Can you describe the tremor in more detail – is it at rest, with movement, or postural?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.762,2026-05-01T02:49:08.057138+00:00,
medqa_0344,"Has the patient experienced any other neurological symptoms, such as ataxia, dysarthria (difficulty speaking), or visual disturbances?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.651,2026-05-01T02:49:10.709075+00:00,
medqa_0344,Is there a family history of ataxia or other movement disorders?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.745,2026-05-01T02:49:13.454569+00:00,
medqa_0807,"Can you describe the location of the stab wounds – specifically, are any of them in the chest or near the neck?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.548,2026-05-01T02:49:16.004345+00:00,
medqa_0807,"What is the patient's current blood pressure and heart rate, and are there any signs of jugular venous distension?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.634,2026-05-01T02:49:18.638905+00:00,
medqa_0807,Is there any evidence of tracheal deviation or decreased breath sounds on the left side of the chest?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.702,2026-05-01T02:49:21.341800+00:00,
medqa_0889,"How long has the patient been experiencing this gum bleeding, and has there been any recent trauma to the gums or mouth?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.559,2026-05-01T02:49:23.901496+00:00,
medqa_0889,"Does the patient take any medications, including over-the-counter drugs or supplements, particularly any antibiotics, anticoagulants, or those known to interfere with vitamin K absorption?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.57,2026-05-01T02:49:26.472915+00:00,
medqa_0889,"Has the patient noticed any other signs of bleeding, such as easy bruising, nosebleeds, or prolonged bleeding from minor cuts?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.808,2026-05-01T02:49:29.282035+00:00,
medqa_1050,"Can you describe the nature of the patient's statin intolerance – was it muscle pain, liver enzyme elevation, or something else?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,3.072,2026-05-01T02:49:33.356252+00:00,
medqa_1050,"Does the patient currently take any other medications, including over-the-counter drugs or supplements, that could potentially interact with colesevelam's absorption or efficacy?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.653,2026-05-01T02:49:36.010518+00:00,
medqa_1050,"Given the patient's current medications, specifically levothyroxine, has the patient's thyroid function been recently assessed and is she currently euthyroid?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.618,2026-05-01T02:49:38.628945+00:00,
medqa_0943,Could you please specify the type of cell we're discussing?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.742,2026-05-01T02:49:41.372807+00:00,
medqa_0943,"Is this myocyte at rest, or is it in the process of contraction?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,2.909,2026-05-01T02:49:45.282495+00:00,
medqa_0943,Are there any pharmacological agents present in the solution surrounding the myocytes?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.78,2026-05-01T02:49:48.063495+00:00,
medqa_0896,"Can you describe the specific changes in his personality – what behaviors or traits have changed, and when did you first notice these changes?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.63,2026-05-01T02:49:50.694035+00:00,
medqa_0896,"Has the patient experienced any periods of elevated mood, increased energy, or impulsive behavior alongside these changes, or has the presentation been consistently characterized by withdrawal and negative symptoms?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.718,2026-05-01T02:49:53.413546+00:00,
medqa_0896,"Has there been any family history of psychotic disorders, such as schizophrenia or schizoaffective disorder?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.633,2026-05-01T02:49:56.047678+00:00,
medqa_0052,How long has the patient been experiencing these symptoms?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.579,2026-05-01T02:49:58.627708+00:00,
medqa_0052,"Are there any other associated symptoms, such as abdominal pain, nausea, vomiting, dark urine, or pale stools?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.743,2026-05-01T02:50:01.371431+00:00,
medqa_0052,"Does the patient have a history of alcohol abuse, viral hepatitis, or any known liver disease?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.65,2026-05-01T02:50:04.022296+00:00,
medqa_0607,"Could you please specify the psychiatric illness the patient is experiencing, or the broader context of the study?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,2.043,2026-05-01T02:50:07.066015+00:00,
medqa_0607,"Was the 'expected number of deaths' calculated based on a population with similar demographic characteristics (age, sex, race/ethnicity) but *without* the specified psychiatric diagnoses and substance use disorders?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.629,2026-05-01T02:50:09.696551+00:00,
medqa_0607,"Was the study's methodology explicitly stated to use a population-based standard for calculating expected deaths, or was the expected number derived from historical mortality data within the same community-based setting?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,2.022,2026-05-01T02:50:12.720164+00:00,
medqa_1182,"How long has the patient's hypertension been present, and has there been any recent change in their medication or blood pressure control?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.512,2026-05-01T02:50:15.232680+00:00,
medqa_1182,Has the patient experienced any recent changes in serum creatinine or estimated glomerular filtration rate (eGFR)?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.733,2026-05-01T02:50:17.966273+00:00,
medqa_1182,"Does the patient have any known history of atherosclerotic disease, such as coronary artery disease or peripheral artery disease?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.665,2026-05-01T02:50:20.632098+00:00,
medqa_0410,Can you describe the patient's overall fluid intake and whether she feels thirsty?,EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.669,2026-05-01T02:50:23.301697+00:00,
medqa_0410,"Has the patient experienced any recent weight loss or changes in dietary habits, particularly regarding salt intake?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.778,2026-05-01T02:50:26.080458+00:00,
medqa_0410,"Are there any family members with a history of kidney disease, diabetes insipidus, or other electrolyte disorders?",EPISTEMIC,EPISTEMIC,gemini,gemini-2.5-flash,1.776,2026-05-01T02:50:28.856990+00:00,
