id,difficulty,correct_option,is_correct_preliminary,is_correct_1,is_correct_2,is_correct_final,preliminary_confidence,confidence_1,confidence_2,final_confidence,cq1_type,cq2_type,cq3_type
medqa_1164,medium,A,False,False,False,False,45,65,75,85,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0467,hard,D,True,True,True,True,70,60,60,20,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0610,medium,A,True,True,True,True,95,95,95,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0627,hard,C,False,False,False,False,60,65,65,70,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0702,medium,C,True,True,True,True,60,95,95,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0552,hard,A,False,False,True,True,15,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0258,medium,D,False,False,False,False,30,60,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0711,easy,C,True,True,True,True,75,95,98,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0128,medium,A,False,True,True,True,45,75,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1158,hard,D,True,True,True,True,90,98,98,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0138,easy,B,True,True,True,True,90,95,98,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0529,easy,B,True,True,True,True,75,80,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0770,easy,B,False,False,False,False,40,55,60,85,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0569,hard,B,False,False,False,True,85,90,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1077,hard,A,True,True,True,True,90,99,99,100,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0857,easy,C,True,True,True,True,10,30,35,45,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1083,easy,A,True,False,False,False,40,75,80,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0025,easy,D,True,True,True,True,60,95,100,100,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0324,medium,A,False,False,True,True,35,80,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1125,easy,C,True,True,True,True,90,95,90,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0088,hard,C,False,False,False,False,30,60,70,75,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0749,easy,C,False,False,True,True,55,85,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1081,easy,D,True,True,True,True,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0381,medium,C,False,False,True,True,65,70,80,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1172,easy,D,True,True,True,True,65,90,95,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0932,easy,D,False,False,False,False,30,60,65,75,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1063,easy,D,True,True,True,True,95,98,99,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0885,hard,C,False,False,False,False,45,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0458,easy,C,False,False,False,False,70,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1212,easy,B,True,True,True,True,75,90,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0920,easy,A,False,False,False,False,40,60,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0334,easy,B,True,True,True,True,95,95,95,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0393,easy,A,True,True,True,True,70,75,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1171,hard,C,True,True,True,True,80,95,98,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0628,medium,C,True,True,True,True,0,80,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1269,hard,D,False,False,False,False,65,65,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0099,easy,B,True,True,True,True,95,98,98,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0207,easy,A,True,True,True,True,90,90,90,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0912,medium,B,True,True,True,True,75,95,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0423,hard,D,True,True,True,True,70,75,80,75,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0863,medium,A,False,False,False,False,35,20,40,60,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1198,medium,B,True,True,False,False,90,90,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1216,hard,A,False,True,True,True,65,75,85,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0989,medium,B,False,False,False,False,60,80,85,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0682,medium,D,True,False,False,False,25,60,65,70,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0278,easy,A,True,False,False,False,15,75,70,85,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0983,easy,C,False,True,True,True,60,90,90,90,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0620,easy,C,False,False,False,False,70,95,98,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_1097,easy,C,False,False,False,False,65,85,90,95,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0732,medium,B,False,True,True,True,55,90,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0028,hard,D,True,True,True,True,65,95,98,99,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0644,medium,B,True,True,True,True,0,0,0,0,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0400,medium,B,False,False,False,False,55,60,65,75,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0426,hard,B,True,True,True,True,60,75,95,100,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0281,easy,C,True,True,True,True,90,95,95,98,EPISTEMIC,EPISTEMIC,EPISTEMIC
medqa_0847,easy,C,True,True,True,True,95,100,100,100,EPISTEMIC,EPISTEMIC,EPISTEMIC
